,movie_title,opening_gross,screens
1733,The Fifth Element ,17031345,2500
1734,The Fifth Estate ,1714000,1769
1735,The Fighter ,12135468,2503
1736,The Final Destination ,27408309,3121
1737,The Finest Hours ,10288932,3143
1738,The First Wives Club ,18913411,1922
1739,The Five-Year Engagement ,10610060,2936
1740,The Flintstones in Viva Rock Vegas ,10518435,3040
1741,The Forbidden Kingdom ,21401121,3151
1742,The Fountain ,3768702,1472
1743,The Four Feathers ,6857879,1912
1744,The Funeral ,41768,2
1745,The Game of Their Lives ,175336,64
1746,The Game Plan ,22950971,3103
1747,The Game ,14337029,2403
1748,The General's Daughter ,22332053,2856
1749,The Ghost and the Darkness ,9215063,2142
1750,The Ghost Writer ,183009,4
1751,The Girl Next Door ,6003806,2148
1752,The Girl with the Dragon Tattoo ,12750000,2914
1753,The Giver ,12305016,3003
1754,The Glass House ,5738448,1591
1755,The Glimmer Man ,7605504,2236
1756,The Good Dinosaur ,39155217,3749
1757,The Good German ,76817,5
1758,The Good Night ,12377,2
1759,The Good Thief ,131580,9
1760,The Grand Budapest Hotel ,811166,4
1761,The Great Debaters ,9184022,1171
1762,The Great Raid ,3376009,819
1763,The Greatest Game Ever Played ,3657322,1014
1764,The Green Hornet ,33526876,3584
1765,The Green Mile ,18017152,2875
1766,The Grey ,19665101,3185
1767,The Grudge 2 ,20825300,3211
1768,The Guilt Trip ,5390000,2431
1769,The Gunman ,5028702,2816
1770,The Guru ,613485,62
1771,The Hangover Part II ,85946294,3615
1772,The Happening ,30517109,2986
1773,The Hateful Eight ,16240000,
1774,The Haunted Mansion ,24278410,3122
1775,The Heat ,39115043,3181
1776,The Hills Have Eyes II ,9686362,2
1777,The Hills Have Eyes ,15708512,2620
1778,The Hitchhiker's Guide to the Galaxy ,21103203,3133
1779,The Hoax ,1449320,235
1780,The Hobbit: An Unexpected Journey ,84617303,4045
1781,The Hobbit: The Battle of the Five Armies ,54724334,3875
1782,The Hobbit: The Desolation of Smaug ,73645197,3903
1783,The Holiday ,12778913,
1784,The Homesman ,139311,35
1785,The Horse Whisperer ,13685488,2039
1786,The Host ,314488,
1787,The Hours ,338622,11
1788,The House Bunny ,14533702,2714
1789,The Hunchback of Notre Dame ,4293000,
1790,The Hundred-Foot Journey ,11123000,2023
1791,The Hunger Games: Catching Fire ,161125000,4163
1792,The Hunger Games: Mockingjay - Part 1 ,121897634,4151
1793,The Hunger Games: Mockingjay - Part 2 ,102665981,4175
1794,The Hunger Games ,152535747,4137
1795,The Hunted ,13482638,2516
1796,The Hunting Party ,39609,4
1797,The Huntsman: Winter's War ,19445035,3791
1798,The Hunt ,43045,4
1799,The Hurricane ,337000,11
1800,The Hurt Locker ,145352,4
1801,The Ice Storm ,75183,3
1802,The Ides of March ,10470143,2199
1803,The Imaginarium of Doctor Parnassus ,1762637,607
1804,The Imitation Game ,7932292,747
1805,The Immigrant ,44064,3
1806,The Importance of Being Earnest ,500447,38
1807,The Impossible ,143818,15
1808,The In Crowd ,1505551,1357
1809,The Incredible Burt Wonderstone ,10177257,3160
1810,The Incredible Hulk ,55414050,3505
1811,The Incredibles ,70467623,3933
1812,The Infiltrator ,5303775,1601
1813,The Informant! ,10464314,2505
1814,The Informers ,300000,482
1815,The Insider ,6712361,1809
1816,The International ,10702613,2364
1817,The Internship ,17325307,3366
1818,The Intern ,17728313,3305
1819,The Interpreter ,22822455,2758
1820,The Interview ,1085515,581
1821,The Invasion ,5951409,2776
1822,The Invention of Lying ,7027472,1707
1823,The Iron Lady ,220409,4
1824,The Island of Dr. Moreau ,9101987,2035
1825,The Italian Job ,19457944,2633
1826,The Jackal ,15164595,2193
1827,The Jacket ,2723682,1331
1828,The Judge ,46590889,3003
1829,The Jungle Book 2 ,14109797,2808
1830,The Juror ,,
1831,The Kid ,12687726,2167
1832,The Killer Inside Me ,19248,4
1833,The King's Speech ,355450,4
1834,The Kingdom ,17135055,2793
1835,The Kite Runner ,471713,35
1836,The Ladies Man ,5426390,2022
1837,The Ladykillers ,12634563,1583
1838,The Lake House ,13616196,2645
1839,The Last Airbender ,51804232,3169
1840,The Last Castle ,7088213,2262
1841,The Last Days on Mars ,4608,3
1842,The Last Godfather ,101921,58
1843,The Last Legion ,2746312,2002
1844,The Last Samurai ,24271354,2908
1845,The Last Shot ,164801,35
1846,The Last Song ,16007426,2673
1847,The Last Stand ,6281433,2913
1848,The Last Station ,94093,3
1849,The Last Witch Hunter ,10812861,3082
1850,The League of Extraordinary Gentlemen ,23075892,3002
1851,The Legend of Bagger Vance ,11516712,2061
1852,The Legend of Hercules ,8600000,2104
1853,The Legend of Zorro ,16328506,3520
1854,The Lego Movie ,69050279,3775
1855,The Libertine ,2202799,815
1856,The Life Aquatic with Steve Zissou ,113085,2
1857,The Life Before Her Eyes ,20220,8
1858,The Life of David Gale ,7117225,2002
1859,The Lincoln Lawyer ,13206453,2707
1860,The Little Prince ,28140,45
1861,The Little Vampire ,5719627,2009
1862,The Lizzie McGuire Movie ,17338755,2825
1863,The Lone Ranger ,29210849,3904
1864,The Long Kiss Goodnight ,9065363,2247
1865,The Longest Ride ,13019686,3366
1866,The Longest Yard ,58613245,3634
1867,The Longshots ,4080687,2089
1868,The Lord of the Rings: The Fellowship of the Ring ,66114741,3359
1869,The Lord of the Rings: The Return of the King ,72629713,3703
1870,The Lord of the Rings: The Two Towers ,727645,126
1871,The Losers ,9406348,2936
1872,The Lost World: Jurassic Park ,90161880,3281
1873,The Love Guru ,13907130,3012
1874,The Lovely Bones ,116616,3
1875,The Lucky Ones ,183088,425
1876,The Lucky One ,22518358,3155
1877,The Majestic ,7366207,2361
1878,The Man from U.N.C.L.E. ,13535000,3638
1879,The Man in the Iron Mask ,17271450,3101
1880,The Man Who Knew Too Little ,4604819,2036
1881,The Man with the Iron Fists ,7910980,1868
1882,The Manchurian Candidate ,20018620,2867
1883,The Man ,4065014,2040
1884,The Martian ,54308575,3831
1885,The Mask of Zorro ,22525855,2515
1886,The Master of Disguise ,12554650,2565
1887,The Master ,736311,5
1888,The Matrix Reloaded ,91774413,3603
1889,The Matrix Revolutions ,48475154,3502
1890,The Matrix ,27788331,2849
1891,The Maze Runner ,32512804,3604
1892,The Mechanic ,11422006,2703
1893,The Medallion ,8111324,2648
1894,The Men Who Stare at Goats ,12706654,2443
1895,The Merchant of Venice ,69868,4
1896,The Messenger: The Story of Joan of Arc ,6360968,2147
1897,The Mexican ,20108829,2951
1898,The Midnight Meat Train ,34394,102
1899,The Mirror Has Two Faces ,12210868,2489
1900,The Monuments Men ,22700000,3083
1901,The Mortal Instruments: City of Bones ,9336957,3118
1902,The Mothman Prophecies ,11208851,2331
1903,The Mummy Returns ,68139035,3401
1904,The Mummy: Tomb of the Dragon Emperor ,40457770,3760
1905,The Muppets ,29239026,3440
1906,The Musketeer ,10312740,2438
1907,The Nativity Story ,7849304,3083
1908,The Negotiator ,10218831,2436
1909,The New Guy ,9007833,2687
1910,The New World ,57000,3
1911,The Newton Boys ,4010245,1965
1912,The Next Best Thing ,5870387,2007
1913,The Next Three Days ,6542779,2564
1914,The Ninth Gate ,6622518,1586
1915,The Notebook ,13464745,2303
1916,The November Man ,7660000,2776
1917,The Number 23 ,14602867,2759
1918,The Nut Job ,20550000,3427
1919,The Nutcracker in 3D ,65894,45
1920,The Nutty Professor ,25400000,2115
1921,The Object of My Affection ,9725855,1890
1922,The Odd Life of Timothy Green ,10822903,2598
1923,The One ,19112404,2894
1924,The Oogieloves in the Big Balloon Adventure ,443901,2160
1925,The Other Boleyn Girl ,8203061,1166
1926,The Other Guys ,35543162,3651
1927,The Other Woman ,24763752,3205
1928,The Others ,14089952,1678
1929,The Out-of-Towners ,8224215,2102
1930,The Pacifier ,30552694,3131
1931,The Painted Veil ,71814,
1932,The Passion of the Christ ,83848082,3043
1933,The Patriot ,22413710,3061
1934,The Peacemaker ,12311939,2362
1935,The Peanuts Movie ,44213073,3897
1936,The Perfect Game ,207329,218
1937,The Perfect Storm ,41325042,3407
1938,The Perks of Being a Wallflower ,228359,4
1939,The Phantom of the Opera ,4001890,622
1940,The Pianist ,2456117,773
1941,The Pink Panther ,20220412,3477
1942,The Pirates Who Don't Do Anything: A VeggieTales Movie ,4251320,1337
1943,The Place Beyond the Pines ,279457,4
1944,The Pledge ,5765347,1275
1945,The Polar Express ,40428,11
1946,The Postman ,5260324,2207
1947,The Prestige ,14801808,2281
1948,The Prince and Me ,9406378,2682
1949,The Prince of Egypt ,14524321,3118
1950,The Princess and the Frog ,786190,2
1951,The Princess Diaries 2: Royal Engagement ,22956453,3472
1952,The Princess Diaries ,22862269,2537
1953,The Proposal ,33627598,3056
1954,The Proposition ,62723,15
1955,The Punisher ,13834527,2649
1956,The Pursuit of Happyness ,26541709,2852
1957,The Queen ,122014,3
1958,The Quiet American ,63574,7
1959,The Rage: Carrie 2 ,7065123,2286
1960,The Railway Man ,61845,4
1961,The Rainmaker ,10626507,2317
1962,The Raven ,7289642,2203
1963,The Reader ,2380376,1
1964,The Relic ,9064143,2095
1965,The Replacement Killers ,8046553,1936
1966,The Replacements ,11039214,2754
1967,The Return ,19795,3
1968,The Revenant ,38000000,3375
1969,The Ring Two ,35065237,3332
1970,The Rite ,14789393,2985
1971,The Road to El Dorado ,12846652,3218
1972,The Road ,56692,50
1973,The Rocker ,2636048,2784
1974,The Rock ,2601000,
1975,The Rookie ,16021684,2511
1976,The Roommate ,15002635,2534
1977,The Royal Tenenbaums ,276981,5
1978,The Rugrats Movie ,27321470,2782
1979,The Ruins ,8003241,2812
1980,The Rundown ,18533765,3152
1981,The Saint ,16278873,2307
1982,The Salton Sea ,166309,15
1983,The Santa Clause 2 ,29008696,3350
1984,The Scorch Trials ,30316510,3791
1985,The Scorpion King ,36075875,3444
1986,The Secret Life of Bees ,10527799,1591
1987,The Secret Life of Pets ,104352905,4370
1988,The Secret Life of Walter Mitty ,13000000,2909
1989,The Sentinel ,14367854,2822
1990,The Shaggy Dog ,16310058,3501
1991,The Shallows ,16800868,2962
1992,The Shipping News ,318502,186
1993,The Siege ,13931285,2541
1994,The Simpsons Movie ,74036787,3922
1995,The Sisterhood of the Traveling Pants 2 ,10678430,2707
1996,The Sisterhood of the Traveling Pants ,9833340,2583
1997,The Sitter ,9851435,2750
1998,The Sixth Sense ,26681262,2161
1999,The Skeleton Key ,16057945,2771
2000,The Skulls ,11034885,2412
2001,The Smurfs 2 ,17548389,3866
2002,The Smurfs ,35611637,3395
2003,The Soloist ,9716458,2024
2004,The Son of No One ,18015,11
2005,The Sorcerer's Apprentice ,17619622,3504
2006,The Spanish Prisoner ,124011,7
2007,The Spiderwick Chronicles ,24740537,3847
2008,The Spirit ,6463278,2509
2009,The SpongeBob Movie: Sponge Out of Water ,55365012,3641
2010,The SpongeBob SquarePants Movie ,32018216,3212
2011,The Spy Next Door ,12877043,2924
2012,The Statement ,37220,7
2013,The Stepfather ,11581586,2734
2014,The Stepford Wives ,21406781,3057
2015,The Story of Us ,9673080,2164
2016,The Sum of All Fears ,31178526,3183
2017,The Sweetest Thing ,9430667,2670
2018,The Tailor of Panama ,1837068,199
2019,The Taking of Pelham 1 2 3 ,23373102,3
2020,The Tale of Despereaux ,10103675,2758
2021,The Talented Mr. Ripley ,12738237,2307
2022,The Tempest ,42436,5
2023,The Terminal ,19053199,2811
2024,The Texas Chainsaw Massacre: The Beginning ,18508228,2820
2025,The Theory of Everything ,208763,5
2026,The Thin Red Line ,11362226,1528
2027,The Thirteenth Floor ,4278452,1815
2028,The Thomas Crown Affair ,14600719,2427
2029,The Three Musketeers ,8674452,3017
2030,The Three Stooges ,17010125,3477
2031,The Tigger Movie ,9427532,2723
2032,The Time Machine ,22610437,2944
2033,The Time Traveler's Wife ,18623171,2988
2034,The Tooth Fairy ,,
2035,The Town ,23808032,2861
2036,The Transporter Refueled ,7130000,3434
2037,The Tree of Life ,493788,4
2038,The Truman Show ,31542121,2315
2039,The Tuxedo ,15051028,3022
2040,The Twilight Saga: Eclipse ,83637242,4468
2041,The Twilight Saga: New Moon ,142839137,4
2042,The Ugly Truth ,27605576,2882
2043,The Unborn ,19810585,2357
2044,The Upside of Anger ,211559,9
2045,The Vatican Tapes ,321464,427
2046,The Village ,50746142,3730
2047,The Visual Bible: The Gospel of John ,98363,14
2048,The Vow ,41202458,2958
2049,The Walk ,1560299,448
2050,The Warlords ,10073,3
2051,The Warrior's Way ,3048665,1622
2052,The Watch ,12750297,3168
2053,The Water Diviner ,1220335,320
2054,The Waterboy ,39414071,2664
2055,The Weather Man ,4248465,1510
2056,The Wedding Planner ,13510293,2785
2057,The White Countess ,67712,10
2058,The Whole Nine Yards ,15915676,2910
2059,The Whole Ten Yards ,6685381,2654
2060,The Widow of Saint-Pierre ,31702,1
2061,The Wild Thornberrys Movie ,6013847,3012
2062,The Wolf of Wall Street ,18361578,2557
2063,The Wolfman ,35555065,3222
2064,The Wolverine ,53113752,3924
2065,The Woman in Black ,20874072,2855
2066,The Women ,10115121,2962
2067,The World Is Not Enough ,35519007,3163
2068,The World's End ,8790237,1551
2069,The World's Fastest Indian ,400782,114
2070,The Yards ,57339,8
2071,The Yellow Handkerchief ,37296,7
2072,The Young and Prodigious T.S. Spivet ,33658,100
2073,The Young Messiah ,3294876,1761
2074,The Young Victoria ,160069,20
2075,There Be Dragons ,705537,259
2076,There Will Be Blood ,302845,2
2077,There's Something About Mary ,13740644,2186
2078,Things We Lost in the Fire ,1561949,1142
2079,Think Like a Man Too ,29241911,2225
2080,Think Like a Man ,33000000,2015
2081,Thinner ,5679046,2009
2082,Thir13en Ghosts ,15165355,2781
2083,Thirteen Days ,46668,8
2084,This Is 40 ,12030690,2913
2085,This Is the End ,20719162,3055
2086,This Is Where I Leave You ,11558149,2868
2087,This Means War ,17405930,3189
2088,Thomas and the Magic Railroad ,4154932,2106
2089,Thor: The Dark World ,85737841,3841
2090,Thor ,65723338,3955
2091,Three Kings ,15847636,2942
2092,Three to Tango ,4406135,2234
2093,Thunder and the House of Magic ,4091,10
2094,Thunderbirds ,2766810,2057
2095,Timeline ,8440629,2787
2096,Tin Cup ,10128834,2012
2097,Tinker Tailor Soldier Spy ,310562,4
2098,Titan A.E. ,9376845,2734
2099,Titanic ,28638131,2674
2100,TMNT ,24255205,
2101,To Rome with Love ,361359,5
2102,Tomcats ,6406076,2617
2103,Tomorrow Never Dies ,25143007,2807
2104,Topsy-Turvy ,32718,2
2105,Torque ,11442203,2463
2106,Tower Heist ,24025190,3367
2107,Town & Country ,3029858,2222
2108,Toy Story 2 ,57388839,3236
2109,Toy Story 3 ,110307189,4028
2110,Trade ,118086,90
2111,Traffic ,15517549,1510
2112,Training Day ,22550788,2712
2113,Trainwreck ,30097040,3158
2114,Train ,,
2115,Transcendence ,10886386,3455
2116,Transformers: Age of Extinction ,100038390,4233
2117,Transformers: Dark of the Moon ,97400000,4013
2118,Transformers: Revenge of the Fallen ,108966307,4234
2119,Transsiberian ,34615,2
2120,Trash ,10230,17
2121,Treasure Planet ,12083248,3227
2122,Triple 9 ,6109085,2205
2123,TRON: Legacy ,44026211,3451
2124,Tropic Thunder ,25812796,3319
2125,Trouble with the Curve ,12162040,3212
2126,True Grit ,24850000,3047
2127,Tuck Everlasting ,5268764,1185
2128,Turbo ,21312625,3806
2129,Turbulence ,4464008,2094
2130,Two Brothers ,6144160,2175
2131,Two Can Play That Game ,7720942,1297
2132,Two Lovers ,117591,7
2133,Two Weeks Notice ,14328494,2755
2134,U-571 ,19553310,2583
2135,U2 3D ,964315,61
2136,Ultraviolet ,9064880,2558
2137,Unaccompanied Minors ,5815474,
2138,Unbreakable ,30330771,2708
2139,Unbroken ,30621445,3131
2140,Under the Skin ,133154,4
2141,Under the Tuscan Sun ,9751425,1226
2142,Underclassman ,3086127,1132
2143,Undercover Brother ,12037685,2167
2144,Underworld: Awakening ,25306725,3078
2145,Underworld: Evolution ,26857181,3207
2146,Underworld: Rise of the Lycans ,20828511,2942
2147,Underworld ,21753759,2915
2148,Undisputed ,4548750,1102
2149,Unfaithful ,14065277,2613
2150,Unfinished Business ,4772613,2777
2151,United 93 ,11478360,1795
2152,United Passions ,607,10
2153,Universal Soldier: The Return ,4605167,1639
2154,Unstoppable ,22688457,3207
2155,Untraceable ,11354069,2316
2156,Up Close & Personal ,187067,
2157,Up in the Air ,1181450,15
2158,Up ,68108790,3
2159,Urban Legends: Final Cut ,8505513,2539
2160,Urban Legend ,10515444,2257
2161,V for Vendetta ,25642640,3365
2162,Vacation ,14681108,3411
2163,Valentine's Day ,63135312,3665
2164,Valiant ,5914722,2014
2165,Valkyrie ,21027007,2711
2166,Vampires Suck ,12202831,3233
2167,Vanilla Sky ,25015518,2742
2168,Vanity Fair ,6268925,1051
2169,Vantage Point ,22874936,3149
2170,Varsity Blues ,17515723,2121
2171,Vera Drake ,13207,2
2172,Vertical Limit ,15507845,2307
2173,Vicky Cristina Barcelona ,3755575,692
2174,Victor Frankenstein ,2469341,2797
2175,Volcano ,14581740,2774
2176,W. ,10505668,2030
2177,Walk Hard: The Dewey Cox Story ,6257174,2650
2178,Walk the Line ,22347341,2961
2179,Walking with Dinosaurs 3D ,7300000,3231
2180,Wall Street: Money Never Sleeps ,19011188,3565
2181,WALL·E ,63087526,3992
2182,Wanderlust ,6526650,2002
2183,Wanted ,217432,71
2184,War Horse ,14527972,2376
2185,War of the Worlds ,77061953,3908
2186,Warcraft ,24166110,3400
2187,Warm Bodies ,20353967,3009
2188,Warriors of Virtue ,3277084,2101
2189,Wasabi ,17560,5
2190,Watchmen ,55214334,3611
2191,Water for Elephants ,16842353,2817
2192,We Are Marshall ,8582508,
2193,We Bought a Zoo ,9450000,3117
2194,We Own the Night ,10826287,2362
2195,We Were Soldiers ,20212543,3143
2196,We're the Millers ,26419396,3260
2197,"Welcome Home, Roscoe Jenkins ",16207730,2387
2198,Welcome to Collinwood ,75180,16
2199,Welcome to Mooseport ,6775132,2867
2200,What a Girl Wants ,11434964,2964
2201,What Dreams May Come ,15833592,2526
2202,What Happens in Vegas ,20172474,3215
2203,What Just Happened ,192508,36
2204,What Lies Beneath ,29702959,2813
2205,What Planet Are You From? ,3008746,2248
2206,What to Expect When You're Expecting ,10547068,3476
2207,What Women Want ,33614543,3012
2208,What's the Worst That Could Happen? ,13049114,2675
2209,What's Your Number? ,5421669,3002
2210,Whatever It Takes ,4104298,2272
2211,Whatever Works ,266162,9
2212,When a Stranger Calls ,21607203,2999
2213,When the Game Stands Tall ,8381509,2673
2214,Where the Heart Is ,8292939,2437
2215,Where the Truth Lies ,37726,9
2216,Where the Wild Things Are ,32695407,3735
2217,Whip It ,4650812,1721
2218,White Chicks ,19676748,2726
2219,White House Down ,24852258,3222
2220,White Oleander ,5607480,1510
2221,White Squall ,3908514,1524
2222,Whiteout ,4915104,2745
2223,Why Did I Get Married Too? ,29289537,2155
2224,Why Did I Get Married? ,21353759,2011
2225,Wicker Park ,6819393,2598
2226,Wild Card ,,
2227,Wild Hogs ,39699023,3
2228,Wild Wild West ,49705055,3342
2229,Wild ,4113752,1061
2230,Willard ,4010593,1761
2231,Win a Date with Tad Hamilton! ,7320066,2711
2232,Windtalkers ,14520412,2898
2233,Wing Commander ,5114365,2019
2234,Winged Migration ,33128,1
2235,Winnie Mandela ,,
2236,Winnie the Pooh ,7857076,2405
2237,Winter's Tale ,8007059,2965
2238,Without a Paddle ,13528946,2730
2239,Without Limits ,56180,5
2240,Woman in Gold ,2091551,258
2241,Won't Back Down ,2603370,2515
2242,Wonder Boys ,87505,15
2243,Woo ,2517263,625
2244,World Trade Center ,18730762,
2245,World War Z ,66411834,3607
2246,Wrath of the Titans ,33457188,
2247,Wreck-It Ralph ,49038712,3752
2248,X-Men Origins: Wolverine ,85058003,4099
2249,X-Men: Apocalypse ,65000000,4150
2250,X-Men: Days of Future Past ,90823660,3996
2251,X-Men: First Class ,55101604,3641
2252,X-Men: The Last Stand ,122861157,
2253,X-Men ,54471475,3025
2254,Xi you ji zhi: Sun Wukong san da Baigu Jing ,,
2255,xXx: State of the Union ,12712272,3480
2256,xXx ,44506103,3374
2257,Year One ,19610304,3022
2258,Yes Man ,18262471,3434
2259,Yogi Bear ,16411322,3515
2260,You Again ,8407513,2548
2261,You Don't Mess with the Zohan ,38531374,3462
2262,You Will Meet a Tall Dark Stranger ,160103,6
2263,You've Got Mail ,18426749,2691
2264,"You, Me and Dupree ",21525560,3131
2265,Young Adult ,310263,8
2266,Your Highness ,9360020,2769
2267,Youth in Revolt ,6888334,1873
2268,Zack and Miri Make a Porno ,10065630,2735
2269,Zero Dark Thirty ,417150,5
2270,Zodiac ,13395610,
2271,Zombieland ,24733155,3036
2272,Zookeeper ,20065617,3482
2273,Zoolander 2 ,15650000,3394
2274,Zoom ,4510408,
2275,Æon Flux ,12661112,
